  47 -36.09 -15.10 14.38  1.01      a
  48 -36.00   2.32 15.10  1.08  0.74
  49 -35.67 -29.99 14.18  1.21      a
  50 -35.59 -22.82 15.16  1.05      a
  51 -35.49 -10.50 16.80  1.02  0.47
  52 -35.48   0.16 16.14  1.06  0.39
  53 -35.41 -52.64 18.02  1.08      a
  54 -35.29 -12.38 16.23  0.55  0.00
  55 -35.10 -33.17 17.76  1.14      a
  56 -35.01 -31.48 17.42  1.10      a
  57 -34.80  -8.68 17.54  1.04  0.09
  58 -34.76 -11.35 17.83  1.03  0.04
  59 -34.72 -19.13 15.71  0.34      a
  60 -34.68  -2.99 16.94  1.11  0.33
  61 -34.28  -1.09 15.41  1.04  0.62
  62 -34.17  -3.83 16.16  0.31  0.07
  63 -34.16  -6.97 17.51  1.02      b
  64 -34.12 -46.66 17.69  1.05      a
  65 -33.58 -46.77 16.24  0.28      a
  66 -33.32  -3.27 16.28  0.34  0.16
  67 -33.22   0.01 16.54  1.06  0.20
  68 -33.15 -29.70 16.81  0.22      a
  69 -32.89 -32.79 17.91  0.05      a
  70 -32.81  -2.79 14.83  1.06  1.07
  71 -32.79   7.11 15.93  0.12  0.21
  72 -32.76  -7.52 17.44  1.06  0.29
  73 -32.52  -9.88 15.94  0.49      a
  74 -32.48  -4.21 17.46  1.13  0.05
  75 -32.40 -15.35 17.68  1.02      a
  76 -32.28 -17.54 15.23  0.97      a
  77 -32.15   6.16 18.03  0.01 -1.51
  78 -32.14 -44.04 14.67  1.08      a
  79 -32.13 -53.91 18.02  1.08      a
  80 -32.05  -1.99 18.06  1.14  0.09
  81 -31.65   3.74 16.95  0.13 -1.08
  82 -31.56 -31.77 15.82  1.17      a
  83 -31.44 -24.94 15.93  0.55      a
  84 -31.22 -53.78 16.75  1.02      a
  85 -31.05 -39.62 17.92  1.03      a
  86 -31.04 -35.29 14.28  1.16      a
  87 -30.81 -24.73 17.07  1.11      a
  88 -30.67 -54.17 17.47  1.02      a
  89 -30.55   7.91 17.42  1.06 -0.03
  90 -30.05  -5.05 16.10  0.34  0.11
  91 -30.02   6.98 17.85  1.01  0.03
  92 -30.00 -46.29 17.38  1.20      a
  93 -29.83  -8.11 13.66  1.19  1.77
  94 -29.48   2.78 17.38  0.11 -1.19
  95 -29.34 -49.40 17.23  1.01      a
  96 -29.32   9.50 18.06  0.98  0.10
  97 -29.16  -2.65 16.90  1.08  0.36
  98 -29.11   9.94 16.25  0.69 -0.17
  99 -28.66 -33.40 15.22  1.11      a
 100 -28.64 -10.64 14.60  1.07  1.12
 101 -28.52 -11.98 17.37  1.06      a
 102 -28.51 -19.27 15.96  0.73      a
 103 -28.47 -51.09 15.74  0.02      a
 104 -28.32  -0.96 16.12  0.31  0.00
 105 -28.18 -48.35 16.15  0.20      a
 106 -27.98   7.53 16.21  0.18 -0.15
 107 -27.84  -6.26 17.67  1.14  0.08
 108 -27.70  -5.29 17.56  1.08  0.19
 109 -27.46  -2.82 14.15  1.16  1.57
 110 -27.37 -18.67 17.33  1.04      a
 111 -27.22 -41.83 16.79  0.12      a
 112 -27.03  -0.17 16.98  1.05  0.24
 113 -26.86  -3.21 17.56  1.22  0.41
 114 -26.75 -54.86 15.07  1.01      a
 115 -26.60 -54.72 16.12  1.20      a
 116 -26.51 -35.00 15.72  1.08      a
 117 -26.41   3.93 14.05  1.15  1.38
 118 -26.39   1.37 17.27  1.03  0.15
 119 -26.31 -26.57 16.78  1.14      a
 120 -26.16 -20.93 15.74  1.05      a
 121 -26.11 -15.77 17.72  0.47      a
 122 -26.07  -6.56 17.58  1.02  0.34
 123 -26.01 -32.11 16.76  1.08      a
 124 -26.00 -36.05 17.69  1.16      a
 125 -25.92   3.92 17.22  1.20 -0.08
 126 -25.78   6.89 17.72 -0.11 -1.38
 127 -25.65  -9.80 17.53  1.05  0.53
 128 -25.50 -39.63 17.08  1.07      a
 129 -25.46 -13.41 16.92  1.06  1.09
 130 -25.05   2.87 17.03  1.01  0.23
 131 -24.96 -35.08 17.56  1.08      a
 132 -24.92 -37.14 16.64  1.05      a
 133 -24.74 -11.00 15.98  0.81  0.39
 134 -24.74 -10.66 17.82  1.09  0.18
 135 -24.60 -25.68 15.99  1.16      a
 136 -24.54 -11.24 17.40  1.09  0.43
 137 -24.45 -17.56 17.77  1.09      a
 138 -24.40 -16.14 13.01  1.38      a
 139 -24.14  -7.06 16.07  0.55 -0.08
 140 -24.08 -33.30 17.80  1.04      a
 141 -24.05   8.99 15.79  0.99  0.42
 142 -24.04   0.67 17.72  1.08  0.08
 143 -23.96  -7.64 17.28  1.09  0.29
 144 -23.95   9.36 17.91  1.04  0.15
 145 -23.86 -28.16 15.80  1.14      a
 146 -23.70   4.88 15.61  0.96  0.35
 147 -23.59 -18.79 16.97  1.11      a
 148 -23.59  -2.00 17.41  0.89  0.20
 149 -23.50 -16.91 17.34  1.28      a
 150 -23.45 -19.01 14.56  1.02      a
 151 -23.39  -2.18 16.24  0.37  0.29
 152 -23.23 -13.83 16.50  1.04      a
 153 -23.06  -4.16 17.48  1.02  0.49
 154 -22.83 -26.64 14.25  1.14      a
 155 -22.67   3.21 17.65  0.95  0.09
 156 -22.64 -30.27 17.86  1.08      a
 157 -22.50 -22.20 14.78  1.08      a
 158 -22.49 -14.32 17.17  0.18      a
 159 -22.38   3.70 16.39  0.16 -0.30
 160 -22.21  -5.02 16.33  0.68  0.15
 161 -21.91 -29.42 16.37  1.11      a
 162 -21.88 -14.90 17.44  1.06      a
 163 -21.82   2.36 18.09  0.89 -0.19
 164 -21.77 -10.88 16.18  0.25      a
 165 -21.44   1.98 16.23  0.59  0.06
 166 -21.28 -51.92 14.08  1.06      a
 167 -20.92   6.50 17.94  0.95 -0.02
 168 -20.91 -13.17 17.83  0.22      a
 169 -20.91  -9.61 18.09  1.14      a
 170 -20.85  -0.49 16.26  0.16  0.03
 171 -20.51 -17.55 16.07  0.36      a
 172 -20.46  -9.54 15.56  1.06      a
 173 -20.13 -16.55 16.95  0.21      a
 174 -20.13 -17.08 17.57  1.01      a
 175 -20.12  -4.43 17.94  1.11 -0.04
 176 -20.04 -30.86 17.88  1.04      a
 177 -19.96 -53.20 17.27  1.07      a
 178 -19.93 -49.00 17.28  0.96      a
 179 -19.88 -48.02 17.56  0.94      a
 180 -19.86 -13.40 17.23  1.04      a
 181 -19.79   2.24 17.96  1.07  0.27
 182 -19.78 -20.51 16.13  1.10      a
 183 -19.65   4.88 18.02  0.76 -0.22
 184 -19.43  -3.55 17.83 -0.22 -1.43
 185 -19.39   4.03 16.75  1.01  0.21
 186 -19.34   1.07 15.99  0.31  0.26
 187 -19.25  10.73 15.92  0.17  0.18
 188 -19.19 -25.02 13.27  1.44      a
 189 -19.16   1.86 15.49  1.17  0.62
 190 -19.12 -31.30 17.57  0.05      a
 191 -18.87   5.63 16.09  1.01  0.32
 192 -18.86 -26.58 17.09  0.44      a
 193 -18.83   6.61 14.36  0.99  1.00
 194 -18.80  -9.61 15.59  1.12      a
 195 -18.77 -17.43 16.55  1.06      a
 196 -18.43 -11.38 16.94  0.97      a
 197 -18.29   1.97 16.21  0.35  0.04
 198 -18.29   2.97 16.65  1.09  0.31
 199 -18.28  -7.95 14.57  1.23      a
 200 -18.17 -20.64 17.81  1.10      a
 201 -18.05 -17.24 17.24  0.11      a
 202 -17.63 -14.69 15.47  1.08      a
 203 -17.62  -4.52 17.81  0.82  0.57
 204 -17.61  -7.29 16.05  1.04  0.71
 205 -17.59 -20.06 15.18  1.04      a
 206 -17.53 -17.31 16.24  1.02      a
 207 -17.43   1.73 13.61  1.41  1.67
 208 -17.40 -45.07 13.44  1.44      a
 209 -17.32 -14.39 17.22  1.08      a
 210 -17.30  -0.09 17.87  0.61  0.30
 211 -17.25   6.77 15.40  1.05  0.74
 212 -17.12 -21.36 16.43  1.10      a
 213 -17.12   5.37 17.93  0.87  0.24
 214 -17.08   0.60 15.95  1.13  0.45
 215 -16.97   5.55 17.74  0.91  0.14
 216 -16.86 -21.74 16.72  1.04      a
 217 -16.68 -50.57 16.22  0.23      a
 218 -16.66   6.66 17.37  0.95  0.22
 219 -16.62 -13.60 17.09  1.00      a
 220 -16.55 -10.93 17.21  0.92      a
 221 -16.35 -48.84 17.40  0.95      a
 222 -16.32  -0.69 17.53  1.03  0.26
 223 -16.23  -2.20 15.30  1.18  0.86
 224 -16.22   1.61 18.04  0.76  0.22
 225 -16.22   1.92 16.49  1.08  0.55
 226 -16.19   2.65 15.87  1.10  0.50
 227 -16.05   7.05 17.98  0.95 -0.01
 228 -16.00   8.63 17.19  0.05 -0.94
 229 -15.98 -27.27 17.35  1.06      a
 230 -15.93  -4.88 17.89  0.87      b
 231 -15.81 -38.24 17.52  0.99      a
 232 -15.70   7.76 17.54  0.00 -0.94
 233 -15.67   7.10 17.38  0.99  0.54
 234 -15.58  -1.12 17.45 -0.03 -0.92
 235 -15.48  -0.08 17.72  1.08  0.33
 236 -15.39  -5.83 18.05  0.82  0.52
 237 -15.36   0.08 17.73  1.05  0.41
 238 -15.32 -11.01 16.12  0.20  0.25
 239 -15.27  -3.14 17.66  1.08  0.26
 240 -15.23  -1.13 16.87  0.12 -0.77
 241 -15.17  -5.09 17.99  0.98  0.71
 242 -15.00 -13.33 15.97  1.06      a
 243 -14.96  -6.47 17.45  0.83  0.73
 244 -14.96   4.12 16.15  1.14  0.54
 245 -14.95   4.62 15.59  1.14  0.70
 246 -14.90  -5.73 17.06  1.04  0.54
 247 -14.90 -15.79 17.63  0.98      a
 248 -14.89  -6.40 17.53  0.90  0.65
 249 -14.78   6.75 17.85  1.05  0.39
 250 -14.72 -12.39 16.77 -0.09      a
 251 -14.58 -40.61 16.25  0.30      a
 252 -14.55 -36.04 17.49  0.89      a
 253 -14.52   9.69 17.79  0.99      b
 254 -14.45   9.63 17.94  1.02  0.45
 255 -14.12 -44.34 17.86  0.95      a
 256 -13.87  -3.84 16.82  1.01  0.58
 257 -13.83   1.79 15.16  1.18  1.02
 258 -13.51  -6.01 15.57  1.09  0.85
 259 -13.49 -13.35 17.12  1.05      a
 260 -13.44   2.71 16.46  1.12  0.53
 261 -13.43  -8.61 13.92  1.31  1.79
 262 -13.38  -5.07 17.88  0.90  0.44
 263 -13.38 -12.86 17.04  1.01      a
 264 -13.37 -15.63 16.04  0.29      a
 265 -13.33 -10.84 16.95  1.07  0.71
 266 -13.19 -29.89 15.91  0.35      a
 267 -13.18 -19.37 16.13  0.85      a
 268 -13.02 -11.23 17.65  0.98  0.71
 269 -13.00 -12.61 17.45  1.12  0.60
 270 -12.84 -48.68 15.96  1.20      a
 271 -12.71 -24.38 17.93  0.89      a
 272 -12.65   0.14 16.50  1.09  0.64
 273 -12.57   9.47 17.98 -0.06 -1.27
 274 -12.55 -13.45 17.08  0.87  0.80
 275 -12.54 -30.04 17.43  0.95      a
 276 -12.47   3.33 18.03  0.10 -1.28
 277 -12.40 -10.04 16.46  1.14  0.49
 278 -12.39  -7.66 16.90  1.01  0.52
 279 -12.27 -26.16 16.70  0.95      a
 280 -12.16   1.75 17.59  1.08  0.31
 281 -12.11 -31.38 16.13  0.26      a
 282 -12.10 -48.18 17.20  1.08      a
 283 -12.09 -18.74 13.18  1.32      a
 284 -12.07  -4.38 17.57  1.01  0.36
 285 -12.07 -24.60 17.61  0.86      a
 286 -11.95 -11.88 14.98  1.12  1.12
 287 -11.89 -11.85 14.98  1.04  1.12
 288 -11.79   1.01 17.60  1.01  0.22
 289 -11.78  -6.39 17.11  1.01  0.46
 290 -11.73 -10.41 17.02  1.01  0.41
 291 -11.59 -25.33 18.03  0.96      a
 292 -11.55 -47.65 17.67  1.08      a
 293 -11.48  -7.26 15.68  1.10  0.81
 294 -11.38 -48.36 15.71  1.17      a
 295 -11.37  -5.25 17.07  1.03  0.43
 296 -11.33 -14.20 16.85  0.86  0.78
 297 -11.25  -0.02 15.32  1.12  0.93
 298 -11.08   9.11 16.36  1.18  1.12
 299 -11.07  -4.39 16.63  1.02  0.55
 300 -10.97 -39.52 17.73  0.96      a
 301 -10.74 -10.42 17.87 -0.19 -1.15
 302 -10.72 -30.22 16.11  0.41      a
 303 -10.71  10.37 17.95  1.09  1.03
 304 -10.66  -5.62 16.33  1.51  0.29
 305 -10.66  10.29 18.00  1.26  0.04
 306 -10.63   7.28 16.22  0.81 -0.17
 307 -10.62 -18.92 12.99  1.35      a
 308 -10.57  -8.17 16.17  0.44  0.17
 309 -10.49  -7.47 13.39  1.29  2.34
 310 -10.46  11.43 17.87 -0.04 -1.21
 311 -10.44 -15.93 18.08  0.90  0.56
 312 -10.35   0.34 17.97  0.65  0.40
 313 -10.33  -9.20 17.68  1.01  0.09
 314 -10.28  -2.22 16.25  1.09  0.51
 315 -10.15 -11.49 17.96  0.92  0.49
 316 -10.12   1.22 18.07  1.04  0.25
 317 -10.06  -1.41 16.35  0.32 -0.03
 318 -10.05 -17.67 16.07  0.64  0.37
 319 -10.02   1.79 15.31  0.36  0.15
 320 -10.01  -4.01 17.51  1.03  0.31
 321 -10.01 -11.36 17.88  0.06 -0.97
 322 -10.01 -32.55 17.66  0.98      a
 323  -9.97  -9.92 17.96  0.94  0.27
 324  -9.97 -15.88 17.03  0.99      a
 325  -9.91  10.76 16.47  1.14  1.63
 326  -9.89  -4.37 17.99  0.89  0.45
 327  -9.86  10.69 16.53  1.25  0.38
 328  -9.82 -14.46 15.96  1.01  1.93
 329  -9.80 -14.36 15.79  0.96  1.83
 330  -9.77   5.34 15.94  1.22  0.69
 331  -9.75  -2.99 15.55  1.12  0.62
 332  -9.70  11.92 16.28  0.88  0.09
 333  -9.47   8.42 15.88  1.19  0.66
 334  -9.45  -5.84 17.06  0.97  0.49
 335  -9.45 -34.47 17.76  1.18      a
 336  -9.44   4.78 17.74  0.30 -1.15
 337  -9.40 -17.89 17.58  1.09  1.08
 338  -9.37  -4.65 16.92  0.01 -0.67
 339  -9.37  -2.22 14.66  1.13  1.08
 340  -9.31  -3.77 16.14  0.39  0.19
 341  -9.23  10.85 15.00  1.24  2.15
 342  -9.20 -19.03 16.23  0.28 -0.10
 343  -9.10  -1.31 16.15  0.38  0.15
 344  -9.07 -22.86 16.81  0.66      a
 345  -8.96  -4.59 16.69  0.10 -0.31
 346  -8.84 -34.06 16.13  1.19      a
 347  -8.84   7.17 15.91  1.17  0.64
 348  -8.79  -1.50 18.03  0.76 -0.22
 349  -8.72   8.51 17.76  1.17  0.33
 350  -8.66  -2.92 15.79  0.58  0.01
 351  -8.64  -0.43 15.11  1.12  0.77
 352  -8.63   2.86 15.85  1.14  0.50
 353  -8.60  -2.87 16.13  1.15 -0.20
 354  -8.59 -11.01 17.83  0.48  0.10
 355  -8.52 -18.59 17.62  1.24  0.38
 356  -8.45 -12.19 17.96  0.90  0.33
 357  -8.40   2.50 17.48  1.03  0.16
 358  -8.35 -13.43 16.40  1.03  0.45
 359  -8.34  12.12 16.39  1.28  0.51
 360  -8.28   4.11 16.06  1.14  0.64
 361  -8.27 -13.58 17.48  0.17 -1.01
 362  -8.27   1.64 17.09  0.03 -0.67
 363  -8.26 -35.92 17.43  1.01      a
 364  -8.25   1.80 18.00  0.96  0.15
 365  -8.24 -19.86 16.81  1.01  0.69
 366  -8.22   8.90 16.30  0.34  0.14
 367  -8.21 -15.57 17.01  0.79      a
 368  -8.18 -10.19 17.64  0.96  0.47
 369  -8.17  -4.75 17.85  1.03  0.13
 370  -8.16 -15.50 16.90  0.88  0.49
 371  -8.13  -1.49 16.78  0.18 -0.48
 372  -8.02  -0.95 17.58  1.12  0.28
 373  -7.98   4.54 17.53  1.00  0.08
 374  -7.94 -17.84 14.24  0.95      a
 375  -7.90 -17.74 14.14  1.01  1.57
 376  -7.88 -34.82 13.40  1.41      a
 377  -7.85 -39.79 16.09  0.32      a
 378  -7.83 -13.30 17.37  1.03  0.28
 379  -7.80 -28.52 16.78  0.14      a
 380  -7.74  11.34 17.30  1.52 -0.10
 381  -7.72   1.61 16.09  0.41  0.09
 382  -7.69 -25.53 17.93  0.92      a
 383  -7.67 -27.30 16.58  0.21      a
 384  -7.66 -46.11 14.93  1.14      a
 385  -7.64 -10.16 16.27  0.97  0.78
 386  -7.60   4.71 16.17  1.10  0.62
 387  -7.57   8.49 14.54  1.23  1.22
 388  -7.56 -19.20 17.65  0.63      a
 389  -7.52 -14.12 17.96  0.92  0.37
 390  -7.51 -19.08 17.64  0.90  0.57
 391  -7.46 -27.04 17.09  1.08      a
 392  -7.35 -27.51 15.55  1.14      a
 393  -7.32  -0.08 15.87  0.61  0.11
 394  -7.24  -5.38 17.85  1.01  0.38
 395  -7.23 -31.36 17.51  1.02      a
 396  -7.22 -13.98 15.78  0.66  0.30
 397  -7.15  -1.14 16.24  0.37 -0.02
 398  -7.12  -9.38 17.47 -0.04 -1.13
 399  -7.05  -0.25 14.87  1.20  0.75
 400  -7.04   3.98 17.43  1.04  0.14
 401  -7.02  -2.22 16.21  0.73  0.05
 402  -6.99   4.56 15.06  1.25  0.78
 403  -6.95   0.89 17.98  0.92 -0.09
 404  -6.92   7.37 18.04  0.96  0.06
 405  -6.91 -10.71 15.74  0.54  0.90
 406  -6.89  -3.17 17.93  0.97  0.30
 407  -6.88 -38.06 17.12  1.12      a
 408  -6.86  -2.34 17.29  0.00 -1.19
 409  -6.82 -29.89 17.51  1.01      a
 410  -6.81 -25.82 14.93  1.00      a
 411  -6.81 -53.75 18.04  1.14      a
 412  -6.77 -19.10 16.16 -0.04      a
 413  -6.74   6.84 16.23  1.08  0.42
 414  -6.73  12.48 16.83  1.33  0.43
 415  -6.72 -18.99 15.98  0.22  0.38
 416  -6.71 -41.19 16.11  0.46      a
 417  -6.67 -56.02 17.27  1.32      a
 418  -6.66  -5.35 17.91  1.01  0.26
 419  -6.65  -6.13 17.59  0.06 -1.13
 420  -6.64 -25.56 16.15  1.11      a
 421  -6.61 -51.32 16.09  1.15      a
 422  -6.61   2.77 17.33  1.01  0.22
 423  -6.59   5.60 15.60  1.15  0.72
 424  -6.57  -2.64 18.08  0.97  0.25
 425  -6.50  -3.56 16.13  0.44  0.25
 426  -6.47  -9.30 16.24  0.35  0.13
 427  -6.45 -12.90 15.42  0.93  0.95
 428  -6.33 -50.55 17.19  0.14      a
 429  -6.32 -14.70 16.05  0.23  0.08
 430  -6.29   1.62 17.80  1.12  0.11
 431  -6.21  -2.91 17.11  1.08  0.08
 432  -6.19  -4.18 16.59  1.06  0.28
 433  -6.18  -5.69 17.81  1.00  0.38
 434  -6.17 -10.03 17.82  1.02  0.34
 435  -6.16  -5.17 17.83  0.16 -1.26
 436  -6.14  -9.56 13.47  1.26  1.90
 437  -6.14 -38.93 16.52  1.16      a
 438  -6.12 -39.21 15.12  1.15      a
 439  -6.08  12.19 17.93  1.40  0.38
 440  -6.02  -3.29 15.19  1.14  0.77
 441  -5.87   1.32 16.04  0.62  0.14
 442  -5.80 -41.29 17.70  1.09      a
 443  -5.75   6.04 18.07  1.04  0.01
 444  -5.71  13.86 13.45  1.32  1.93
 445  -5.68  -8.35 17.12  1.01  0.23
 446  -5.67  -0.98 16.18  0.42  0.05
 447  -5.65  -0.71 17.37  0.93  0.12
 448  -5.51   4.29 16.11  0.00  0.13
 449  -5.48  -1.12 16.57  1.05  0.34
 450  -5.43  -7.88 17.12  0.88  0.40
 451  -5.32   0.85 17.03  1.07  0.09
 452  -5.31  -6.41 15.94  0.38  0.13
 453  -5.22  -4.29 13.87  1.19  1.65
 454  -5.20   4.62 17.91  0.87  0.24
 455  -5.18 -16.77 17.82  0.67      a
 456  -5.17  -8.17 17.74  0.91  0.39
 457  -5.15  -3.15 17.75  0.89  0.14
 458  -5.15 -16.69 17.73  0.86  0.28
 459  -5.13 -16.16 17.14 -0.14      a
 460  -5.10 -16.09 16.99 -0.11 -0.83
 461  -5.09 -24.47 16.21  1.07      a
 462  -5.04 -29.30 17.25  1.06      a
 463  -5.02   5.75 16.22  0.28  0.05
 464  -4.91 -17.50 14.18  0.78      a
 465  -4.90 -12.99 16.11  0.17  0.32
 466  -4.88  -5.76 15.82  0.98  0.18
 467  -4.87 -17.42 14.01  0.99  1.39
 468  -4.86 -18.62 15.61  0.67      a
 469  -4.83 -18.52 15.57  1.01  0.76
 470  -4.79   2.30 18.01  0.34  0.33
 471  -4.71  -6.08 13.77  1.12  1.47
 472  -4.71  -6.95 17.86  0.95  0.09
 473  -4.71 -38.38 15.01  1.07      a
 474  -4.70   8.18 14.98  1.16  0.86
 475  -4.67   2.95 13.41  1.30  1.95
 476  -4.61   0.15 17.68  1.07  0.05
 477  -4.58  -5.34 17.53  0.99  0.23
 478  -4.52   2.56 15.82  1.21  0.50
 479  -4.48  -4.84 14.15  1.14  1.23
 480  -4.44  -3.75 16.01  0.61  0.37
 481  -4.44 -19.32 17.83  0.68      a
 482  -4.43 -11.36 18.09  1.10  0.23
 483  -4.41 -19.21 17.74  0.76  0.25
 484  -4.38  -5.87 15.93  0.35  0.18
 485  -4.38  11.84 16.48  0.32 -0.25
 486  -4.35  12.29 14.11  1.21  1.42
 487  -4.29   1.26 17.74  1.17  0.09
 488  -4.29  13.81 15.63  1.22  0.44
 489  -4.17  -2.83 17.24  0.95  0.31
 490  -4.16  -0.73 17.25  1.12 -0.03
 491  -4.16 -11.85 18.03  0.67  0.36
 492  -4.14  -6.25 17.14  0.88  0.52
 493  -4.13  -2.40 17.85  0.85  0.38
 494  -4.12  -7.19 17.77  0.87  0.24
 495  -4.11   7.93 15.32  1.04  0.38
 496  -3.99  -5.35 17.27  0.77  0.37
 497  -3.98 -24.10 17.33  1.00      a
 498  -3.98 -45.01 16.37  1.11      a
 499  -3.90  -0.61 16.16  0.38 -0.03
 500  -3.88 -13.89 15.23  0.96  0.98
 501  -3.86  -4.55 17.02  1.00  0.09
 502  -3.82  -4.19 17.96  0.95 -0.10
 503  -3.82   0.45 17.90 -0.20 -1.43
 504  -3.79   7.15 17.83  1.05  0.22
 505  -3.76   6.44 17.85  1.07  0.06
 506  -3.75   5.71 17.85  0.97  0.04
 507  -3.73  -0.86 16.90  0.96  0.16
 508  -3.62  -2.95 17.54  1.00  0.27
 509  -3.62  -6.40 16.12  0.65  0.07
 510  -3.61  -8.15 17.67  0.92  0.18
 511  -3.52 -14.39 15.83  0.37 -0.01
 512  -3.51   1.93 17.52  1.22  0.20
 513  -3.49 -42.12 15.11  1.13      a
 514  -3.48   2.33 17.86  1.02  0.12
 515  -3.47 -18.33 17.72  0.80      a
 516  -3.45  14.18 14.45  1.19  1.26
 517  -3.44 -18.23 17.62  0.91  0.33
 518  -3.42   0.72 16.88  0.95  0.23
 519  -3.40  -3.04 17.84  0.95  0.40
 520  -3.34  -1.55 17.84  0.82  0.14
 521  -3.28  10.65 16.05  0.48 -0.05
 522  -3.25  -4.12 15.22  1.01  0.60
 523  -3.25  -5.38 14.11  1.12  1.35
 524  -3.24   3.47 17.75  0.92 -0.09
 525  -3.21  -1.23 14.14  1.07  1.29
 526  -3.18  -3.87 16.10  1.09  0.55
 527  -3.18 -11.79 17.37  0.91  0.47
 528  -3.17   4.74 17.53  1.01  0.24
 529  -3.08  13.73 16.43  0.52 -0.06
 530  -3.04   0.72 16.96  1.08  0.15
 531  -2.99  -6.85 17.91 -0.37 -1.25
 532  -2.95   2.02 17.58  0.91  0.04
 533  -2.92 -14.74 17.84  1.31  0.18
 534  -2.88  -3.29 16.13  0.37  0.11
 535  -2.87  -2.82 17.44  1.02  0.30
 536  -2.84  -1.68 14.08  1.21  1.31
 537  -2.84  -8.56 16.95  0.89  0.39
 538  -2.81  -6.72 17.52  0.99  0.13
 539  -2.81   4.92 16.41  1.04  0.22
 540  -2.78  -6.31 17.60  0.96  0.23
 541  -2.76  -6.03 15.83  1.06  0.53
 542  -2.72  -6.46 17.80  0.90  0.52
 543  -2.66  -2.12 18.04  1.28  0.43
 544  -2.66  -5.33 17.66  1.03  0.28
 545  -2.64 -15.88 13.01  1.12  2.63
 546  -2.57   5.65 16.60  1.07  0.20
 547  -2.55  -7.34 16.48  0.88  0.39
 548  -2.55  -8.26 17.86  0.80  0.25
 549  -2.55 -25.79 17.55  1.07      a
 550  -2.45   1.65 16.56  1.01  0.20
 551  -2.44   4.49 17.84  0.89 -0.03
 552  -2.43 -24.02 17.18  0.90      a
 553  -2.40 -15.53 17.04  1.07      b
 554  -2.32   8.65 15.25  1.04  0.55
 555  -2.30 -14.93 17.82  1.05  0.09
 556  -2.24 -41.89 17.39  0.14      a
 557  -2.20   4.22 16.13  0.76 -0.32
 558  -2.19  -3.40 18.10  0.90 -0.06
 559  -2.18   5.06 15.77  0.90 -0.06
 560  -2.10  -0.13 16.68  1.02  0.34
 561  -2.08  -8.61 17.61  0.88  0.47
 562  -2.07   4.77 15.59  1.08  0.46
 563  -2.06  -5.05 14.29  1.11  1.17
 564  -2.06 -20.34 18.00  1.01  0.34
 565  -2.05  -2.26 16.27  0.23 -0.11
 566  -2.02 -14.59 16.22  1.01  0.48
 567  -2.02 -23.96 16.16  0.27      a
 568  -1.99  -2.53 16.06  0.82  0.02
 569  -1.91  -0.17 17.12  0.82  0.15
 570  -1.88   1.79 17.63  1.01  0.06
 571  -1.83 -26.31 18.09  0.03      a
 572  -1.78   2.81 17.98  0.14 -1.53
 573  -1.74   6.79 16.21  0.29 -0.09
 574  -1.71 -12.40 17.70  0.96  0.39
 575  -1.68  -4.11 15.49  0.92  0.41
 576  -1.66  -3.56 17.31  0.92  0.30
 577  -1.64   4.25 16.44  1.09  0.09
 578  -1.61  -9.10 18.07  0.82 -0.27
 579  -1.59   0.92 17.77  0.92  0.00
